Ordem,Material,Denominação,Status,Kanban,Centro,Tipo de ordem,Texto breve,Ordem Venda / Transf,Item OV/Transf,Qtd.teórica,UM básica,Consumos Permitidos,Data modif.,Dt-base início,Data-base fim,Versão prod.,Operação,TxtDesc.Oper.,Status Op.,Centro trabalho,Cadência Máquina (h),Cadência Hora (h),Unid.ValStand.,Capacidade Alocada,Núm.partições,Componente,Denominação componente,Lote,Qtd. componente,UM componente,Co-produto,Reserva,Item reserva,Semana,Planeador
1600057538,72000436,ES CC MOLDADO PINHA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,50,16,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAGEM,,CCSEBMTR,30,30,H,0.533,1,90100301,MS OUTROS CAVILHA MADEIRA 40X8MM,,64,UN,FALSE,10693078,7,16,CCS
1600057538,72000436,ES CC MOLDADO PINHA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,50,16,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAGEM,,CCSEBMTR,30,30,H,0.533,1,90300462,ME CX (E) 550X370X195 1812,,4,CX,FALSE,10693078,1,16,CCS
1600057538,72000436,ES CC MOLDADO PINHA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,50,16,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAGEM,,CCSEBMTR,30,30,H,0.533,1,72000120,ES CC MOLDADO PINHA MATERIA,,16,UN,FALSE,10693078,10,16,CCS
1600057538,72000436,ES CC MOLDADO PINHA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,50,16,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAGEM,,CCSEBMTR,30,30,H,0.533,1,90301324,ME CX CARTÃO MATERIA PINHA,,16,CX,FALSE,10693078,2,16,CCS
1600057538,72000436,ES CC MOLDADO PINHA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,50,16,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAGEM,,CCSEBMTR,30,30,H,0.533,1,90300498,ME SACO MINIGRIP SEM FURO 50X70,,16,SAC,FALSE,10693078,8,16,CCS
1600057538,72000436,ES CC MOLDADO PINHA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,50,16,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAGEM,,CCSEBMTR,30,30,H,0.533,1,90100222,MS MATERIA FOLHA ABAJOUR 870X494 PINHA,,16,UN,FALSE,10693078,3,16,CCS
1600057538,72000436,ES CC MOLDADO PINHA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,50,16,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAGEM,,CCSEBMTR,30,30,H,0.533,1,90100300,MS MATERIA CASQUILHO ELÉCTRICO PINHA,,16,UN,FALSE,10693078,6,16,CCS
1600057538,72000436,ES CC MOLDADO PINHA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,50,16,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAGEM,,CCSEBMTR,30,30,H,0.533,1,90100226,MS MATERIA FOLHA ABAJOUR 770X594 PINHA,,16,UN,FALSE,10693078,5,16,CCS
1600057538,72000436,ES CC MOLDADO PINHA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,50,16,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAGEM,,CCSEBMTR,30,30,H,0.533,1,90100225,MS MATERIA FOLHA ABAJOUR 853X560 PINHA,,16,UN,FALSE,10693078,4,16,CCS
1600062152,71001554,"JT CI 5351/000 106-O 2,5 01",ABER,,3801,ZCEJ,CCS EMB Juntas,3820009880,10,6000,UN,TRUE,3/31/2021,1/13/2022,1/13/2022,1,10,EMBALAR JUNTAS,,CCSEMBJT,11200,11200,H,0.536,1,90301398,ME PALETE HT EURO 1200X800X145 USADAS,,3,PAL,FALSE,11396210,2,2,CCS
1600062152,71001554,"JT CI 5351/000 106-O 2,5 01",ABER,,3801,ZCEJ,CCS EMB Juntas,3820009880,10,6000,UN,TRUE,3/31/2021,1/13/2022,1/13/2022,1,10,EMBALAR JUNTAS,,CCSEMBJT,11200,11200,H,0.536,1,90301076,ME ETIQ ELRING 102X23,,6,UN,FALSE,11396210,3,2,CCS
1600062152,71001554,"JT CI 5351/000 106-O 2,5 01",ABER,,3801,ZCEJ,CCS EMB Juntas,3820009880,10,6000,UN,TRUE,3/31/2021,1/13/2022,1/13/2022,1,10,EMBALAR JUNTAS,,CCSEMBJT,11200,11200,H,0.536,1,90300605,ME CX (+E) 1156X753X450 14151,,6,CX,FALSE,11396210,1,2,CCS
1600062152,71001554,"JT CI 5351/000 106-O 2,5 01",ABER,,3801,ZCEJ,CCS EMB Juntas,3820009880,10,6000,UN,TRUE,3/31/2021,1/13/2022,1/13/2022,1,10,EMBALAR JUNTAS,,CCSEMBJT,11200,11200,H,0.536,1,71001433,"JT CI 5351/000 106-O 2,5 NE",,6000,UN,FALSE,11396210,4,2,CCS
1600062242,71001563,"JT CI 5351/000 RUS-03 3,0 01",ABER,,3801,ZCEJ,CCS EMB Juntas,3820009846,10,5000,UN,TRUE,4/12/2021,1/21/2022,1/21/2022,1,10,EMBALAR JUNTAS,,CCSEMBJT,11200,11200,H,0.446,1,71001443,"JT CI 5351/000 RUS-03 3,0 NE",,5000,UN,FALSE,11396232,4,3,CCS
1600062242,71001563,"JT CI 5351/000 RUS-03 3,0 01",ABER,,3801,ZCEJ,CCS EMB Juntas,3820009846,10,5000,UN,TRUE,4/12/2021,1/21/2022,1/21/2022,1,10,EMBALAR JUNTAS,,CCSEMBJT,11200,11200,H,0.446,1,90300605,ME CX (+E) 1156X753X450 14151,,5,CX,FALSE,11396232,2,3,CCS
1600062242,71001563,"JT CI 5351/000 RUS-03 3,0 01",ABER,,3801,ZCEJ,CCS EMB Juntas,3820009846,10,5000,UN,TRUE,4/12/2021,1/21/2022,1/21/2022,1,10,EMBALAR JUNTAS,,CCSEMBJT,11200,11200,H,0.446,1,90301076,ME ETIQ ELRING 102X23,,143,UN,FALSE,11396232,3,3,CCS
1600062242,71001563,"JT CI 5351/000 RUS-03 3,0 01",ABER,,3801,ZCEJ,CCS EMB Juntas,3820009846,10,5000,UN,TRUE,4/12/2021,1/21/2022,1/21/2022,1,10,EMBALAR JUNTAS,,CCSEMBJT,11200,11200,H,0.446,1,90301398,ME PALETE HT EURO 1200X800X145 USADAS,,3,PAL,FALSE,11396232,1,3,CCS
1600057535,72000460,ES CC MOLDADO BOTE VELA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,10,40,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAR,,CCSEBMTR,60,60,H,0.667,1,90301603,ME PF FOLHETO INT. MAT. BOTE3 EN VELEIRO,,40,UN,FALSE,10693080,6,16,CCS
1600057535,72000460,ES CC MOLDADO BOTE VELA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,10,40,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAR,,CCSEBMTR,60,60,H,0.667,1,72000119,ES CC MOLDADO BOTE VELA MATERIA,,40,UN,FALSE,10693080,7,16,CCS
1600057535,72000460,ES CC MOLDADO BOTE VELA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,10,40,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAR,,CCSEBMTR,60,60,H,0.667,1,90100305,MS MATERIA COMP. PLÁSTICO VELEIRO 3 BOTE,,40,UN,FALSE,10693080,4,16,CCS
1600057535,72000460,ES CC MOLDADO BOTE VELA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,10,40,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAR,,CCSEBMTR,60,60,H,0.667,1,90300598,ME CX (B) 405X405X110/150 11946,,10,CX,FALSE,10693080,1,16,CCS
1600057535,72000460,ES CC MOLDADO BOTE VELA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,10,40,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAR,,CCSEBMTR,60,60,H,0.667,1,90100302,MS MATERIA PEÇA METÁLICA BOTE,,40,UN,FALSE,10693080,3,16,CCS
1600057535,72000460,ES CC MOLDADO BOTE VELA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,10,40,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAR,,CCSEBMTR,60,60,H,0.667,1,90301601,ME CX MATERIA BOTE 3,,40,CX,FALSE,10693080,2,16,CCS
1600057535,72000460,ES CC MOLDADO BOTE VELA 00 MATERIA,LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3826000001,10,40,UN,TRUE,4/15/2021,4/23/2021,4/23/2021,1,10,EMBALAR,,CCSEBMTR,60,60,H,0.667,1,90301602,ME ETIQ MATERIA BOTE 3 EN,,40,UN,FALSE,10693080,5,16,CCS
1600057434,71000137,"JT CI 5351/000 183-Z_BC 2,4 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3823000366,30,15000,UN,TRUE,4/28/2021,5/6/2021,5/6/2021,1,10,EMBALAR JUNTAS,ZLIB,CCSEMBJT,1000,0,S,15,1,90301340,ME CX (E) 685X370X320 21768/B,,60,CX,FALSE,10693974,1,18,CCS
1600057434,71000137,"JT CI 5351/000 183-Z_BC 2,4 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3823000366,30,15000,UN,TRUE,4/28/2021,5/6/2021,5/6/2021,1,10,EMBALAR JUNTAS,ZLIB,CCSEMBJT,1000,0,S,15,1,71001240,"JT CI 5351/000 183-ZBC 2,4 NE",,15000,UN,FALSE,10693974,3,18,CCS
1600057434,71000137,"JT CI 5351/000 183-Z_BC 2,4 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3823000366,30,15000,UN,TRUE,4/28/2021,5/6/2021,5/6/2021,1,10,EMBALAR JUNTAS,ZLIB,CCSEMBJT,1000,0,S,15,1,90300508,ME PALETE HT 1000X1000X131,,5,PAL,FALSE,10693974,2,18,CCS
1600057289,71000112,KT CR 1521/000 101-SUZ 4 00,LIB,,3801,ZCEJ,CCS EMB Juntas,3820009449,10,1500,UN,TRUE,5/4/2021,5/7/2021,5/7/2021,1,10,EMBALAGEM KITS,ZLIB,CCSEBKDV,1000,0,S,1.5,1,90300482,"ME MANGA PP ABERTA 1 LADO 400MM 12,5MIC",,7.5,KG,FALSE,10693026,1,18,CCS
1600057289,71000112,KT CR 1521/000 101-SUZ 4 00,LIB,,3801,ZCEJ,CCS EMB Juntas,3820009449,10,1500,UN,TRUE,5/4/2021,5/7/2021,5/7/2021,1,10,EMBALAGEM KITS,ZLIB,CCSEBKDV,1000,0,S,1.5,1,90300508,ME PALETE HT 1000X1000X131,,3,PAL,FALSE,10693026,3,18,CCS
1600057289,71000112,KT CR 1521/000 101-SUZ 4 00,LIB,,3801,ZCEJ,CCS EMB Juntas,3820009449,10,1500,UN,TRUE,5/4/2021,5/7/2021,5/7/2021,1,10,EMBALAGEM KITS,ZLIB,CCSEBKDV,1000,0,S,1.5,1,90301294,ME ETIQ RNZ HOLOGRAMA 00-01033-00,,1500,UN,FALSE,10693026,6,18,CCS
1600057289,71000112,KT CR 1521/000 101-SUZ 4 00,LIB,,3801,ZCEJ,CCS EMB Juntas,3820009449,10,1500,UN,TRUE,5/4/2021,5/7/2021,5/7/2021,1,10,EMBALAGEM KITS,ZLIB,CCSEBKDV,1000,0,S,1.5,1,90301292,ME PLACA CARTÃO RNZ 220X540 00-00365-00,,1500,PL,FALSE,10693026,4,18,CCS
1600057289,71000112,KT CR 1521/000 101-SUZ 4 00,LIB,,3801,ZCEJ,CCS EMB Juntas,3820009449,10,1500,UN,TRUE,5/4/2021,5/7/2021,5/7/2021,1,10,EMBALAGEM KITS,ZLIB,CCSEBKDV,1000,0,S,1.5,1,71000005,JT CR 1521/000 101-SUZ 4 NE,,1500,UN,FALSE,10693026,5,18,CCS
1600057289,71000112,KT CR 1521/000 101-SUZ 4 00,LIB,,3801,ZCEJ,CCS EMB Juntas,3820009449,10,1500,UN,TRUE,5/4/2021,5/7/2021,5/7/2021,1,10,EMBALAGEM KITS,ZLIB,CCSEBKDV,1000,0,S,1.5,1,90301339,ME CX (E) 560X380X320 21767/B,,26,CX,FALSE,10693026,2,18,CCS
1600052228,70005210,"RL CC 8244/HAA 500X5,0-10M 03",LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3820008738,30,384,ROL,TRUE,5/10/2021,5/14/2021,5/14/2021,1,10,EMBALAR,ZLIB,CCSEBMTR,80,40,H,4.8,1,70008926,"RL CC 8244/HAA 500X5,0-10M NE",,384,ROL,FALSE,10058281,4,19,CCS
1600052228,70005210,"RL CC 8244/HAA 500X5,0-10M 03",LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3820008738,30,384,ROL,TRUE,5/10/2021,5/14/2021,5/14/2021,1,10,EMBALAR,ZLIB,CCSEBMTR,80,40,H,4.8,1,90300483,"ME MANGA PP ABERTA 1 LADO 450MM 15,0MIC",,15.36,KG,FALSE,10058281,1,19,CCS
1600052228,70005210,"RL CC 8244/HAA 500X5,0-10M 03",LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3820008738,30,384,ROL,TRUE,5/10/2021,5/14/2021,5/14/2021,1,10,EMBALAR,ZLIB,CCSEBMTR,80,40,H,4.8,1,90301073,ME ETIQ DECOPLUS 45X99,,384,UN,FALSE,10058281,2,19,CCS
1600052228,70005210,"RL CC 8244/HAA 500X5,0-10M 03",LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3820008738,30,384,ROL,TRUE,5/10/2021,5/14/2021,5/14/2021,1,10,EMBALAR,ZLIB,CCSEBMTR,80,40,H,4.8,1,90300511,ME PALETE HT 1100X1100X131,,12,PAL,FALSE,10058281,3,19,CCS
1600057046,71001948,"KT CI 5351/000 103-VW 3,5 02",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009306,20,18000,UN,TRUE,5/4/2021,5/6/2021,5/7/2021,1,10,EMBALAGEM KITS,ZLIB,CCSEBKDV,660,220,H,27.273,1,90302899,ME MEIA LUA REINZ,,18000,UN,FALSE,10670958,7,18,CCS
1600057046,71001948,"KT CI 5351/000 103-VW 3,5 02",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009306,20,18000,UN,TRUE,5/4/2021,5/6/2021,5/7/2021,1,10,EMBALAGEM KITS,ZLIB,CCSEBKDV,660,220,H,27.273,1,90301312,ME CX (D2) 500X500X320 19224/A,,180,CX,FALSE,10670958,2,18,CCS
1600057046,71001948,"KT CI 5351/000 103-VW 3,5 02",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009306,20,18000,UN,TRUE,5/4/2021,5/6/2021,5/7/2021,1,10,EMBALAGEM KITS,ZLIB,CCSEBKDV,660,220,H,27.273,1,71001253,"JT CI 5351/000 103-VW 3,5 NE",,18000,UN,FALSE,10670958,8,18,CCS
1600057046,71001948,"KT CI 5351/000 103-VW 3,5 02",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009306,20,18000,UN,TRUE,5/4/2021,5/6/2021,5/7/2021,1,10,EMBALAGEM KITS,ZLIB,CCSEBKDV,660,220,H,27.273,1,90302898,ME BANANA REINZ,,18000,UN,FALSE,10670958,6,18,CCS
1600057046,71001948,"KT CI 5351/000 103-VW 3,5 02",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009306,20,18000,UN,TRUE,5/4/2021,5/6/2021,5/7/2021,1,10,EMBALAGEM KITS,ZLIB,CCSEBKDV,660,220,H,27.273,1,90301290,ME PLACA CARTÃO RNZ 170X420 00-00361-00,,18000,PL,FALSE,10670958,5,18,CCS
1600057046,71001948,"KT CI 5351/000 103-VW 3,5 02",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009306,20,18000,UN,TRUE,5/4/2021,5/6/2021,5/7/2021,1,10,EMBALAGEM KITS,ZLIB,CCSEBKDV,660,220,H,27.273,1,90300508,ME PALETE HT 1000X1000X131,,15,PAL,FALSE,10670958,4,18,CCS
1600057046,71001948,"KT CI 5351/000 103-VW 3,5 02",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009306,20,18000,UN,TRUE,5/4/2021,5/6/2021,5/7/2021,1,10,EMBALAGEM KITS,ZLIB,CCSEBKDV,660,220,H,27.273,1,90300481,"ME MANGA PP ABERTA 1 LADO 350MM 12,5MIC",,90,KG,FALSE,10670958,1,18,CCS
1600057046,71001948,"KT CI 5351/000 103-VW 3,5 02",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009306,20,18000,UN,TRUE,5/4/2021,5/6/2021,5/7/2021,1,10,EMBALAGEM KITS,ZLIB,CCSEBKDV,660,220,H,27.273,1,90301294,ME ETIQ RNZ HOLOGRAMA 00-01033-00,,18180,UN,FALSE,10670958,3,18,CCS
1600062045,71000148,"JT CR 1521/C01 104-O 3,2 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009753,30,1080,UN,TRUE,5/13/2021,5/21/2021,5/21/2021,1,10,EMBALAR JUNTAS,,CCSEMBJT,1000,0,S,1.08,1,90300508,ME PALETE HT 1000X1000X131,,1,PAL,FALSE,11370480,2,20,CCS
1600062045,71000148,"JT CR 1521/C01 104-O 3,2 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009753,30,1080,UN,TRUE,5/13/2021,5/21/2021,5/21/2021,1,10,EMBALAR JUNTAS,,CCSEMBJT,1000,0,S,1.08,1,71001007,"JT CR 1521/2C2 104-O 3,2 NE",,1080,UN,FALSE,11370480,3,20,CCS
1600062045,71000148,"JT CR 1521/C01 104-O 3,2 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009753,30,1080,UN,TRUE,5/13/2021,5/21/2021,5/21/2021,1,10,EMBALAR JUNTAS,,CCSEMBJT,1000,0,S,1.08,1,90301312,ME CX (D2) 500X500X320 19224/A,,7,CX,FALSE,11370480,1,20,CCS
1600062051,71005018,"KT CR 1521/000 102-VW 3,00 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009753,40,1200,UN,TRUE,5/13/2021,5/21/2021,5/21/2021,1,10,EMBALAGEM KITS,,CCSEBKDV,500,166.667,H,2.4,1,90300481,"ME MANGA PP ABERTA 1 LADO 350MM 12,5MIC",,6,KG,FALSE,11370657,1,20,CCS
1600062051,71005018,"KT CR 1521/000 102-VW 3,00 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009753,40,1200,UN,TRUE,5/13/2021,5/21/2021,5/21/2021,1,10,EMBALAGEM KITS,,CCSEBKDV,500,166.667,H,2.4,1,90301305,ME CX (E2) 460X360X250 12613/A,,24,CX,FALSE,11370657,2,20,CCS
1600062051,71005018,"KT CR 1521/000 102-VW 3,00 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009753,40,1200,UN,TRUE,5/13/2021,5/21/2021,5/21/2021,1,10,EMBALAGEM KITS,,CCSEBKDV,500,166.667,H,2.4,1,90301290,ME PLACA CARTÃO RNZ 170X420 00-00361-00,,1200,PL,FALSE,11370657,3,20,CCS
1600062051,71005018,"KT CR 1521/000 102-VW 3,00 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009753,40,1200,UN,TRUE,5/13/2021,5/21/2021,5/21/2021,1,10,EMBALAGEM KITS,,CCSEBKDV,500,166.667,H,2.4,1,90301297,ME BANANA 056 103 489 A,,1200,UN,FALSE,11370657,6,20,CCS
1600062051,71005018,"KT CR 1521/000 102-VW 3,00 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009753,40,1200,UN,TRUE,5/13/2021,5/21/2021,5/21/2021,1,10,EMBALAGEM KITS,,CCSEBKDV,500,166.667,H,2.4,1,90301190,ME MEIA LUA,,1200,UN,FALSE,11370657,7,20,CCS
1600062051,71005018,"KT CR 1521/000 102-VW 3,00 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009753,40,1200,UN,TRUE,5/13/2021,5/21/2021,5/21/2021,1,10,EMBALAGEM KITS,,CCSEBKDV,500,166.667,H,2.4,1,90301294,ME ETIQ RNZ HOLOGRAMA 00-01033-00,,1200,UN,FALSE,11370657,4,20,CCS
1600062051,71005018,"KT CR 1521/000 102-VW 3,00 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009753,40,1200,UN,TRUE,5/13/2021,5/21/2021,5/21/2021,1,10,EMBALAGEM KITS,,CCSEBKDV,500,166.667,H,2.4,1,71001422,"JT CR 1521/000 102-VW 3,0 NE",,1200,UN,FALSE,11370657,8,20,CCS
1600062051,71005018,"KT CR 1521/000 102-VW 3,00 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3820009753,40,1200,UN,TRUE,5/13/2021,5/21/2021,5/21/2021,1,10,EMBALAGEM KITS,,CCSEBKDV,500,166.667,H,2.4,1,90300511,ME PALETE HT 1100X1100X131,,1,PAL,FALSE,11370657,5,20,CCS
1600057412,71000177,"JT CR 1521/PFM 142-C 3,9 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3823000341,80,30000,UN,TRUE,5/13/2021,5/20/2021,5/20/2021,1,10,EMBALAR JUNTAS,,CCSEMBJT,1000,0,S,30,1,90300508,ME PALETE HT 1000X1000X131,,9,PAL,FALSE,10693051,2,20,CCS
1600057412,71000177,"JT CR 1521/PFM 142-C 3,9 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3823000341,80,30000,UN,TRUE,5/13/2021,5/20/2021,5/20/2021,1,10,EMBALAR JUNTAS,,CCSEMBJT,1000,0,S,30,1,71001211,"JT CR 1521/PFM 142-C 3,8 NE",,30000,UN,FALSE,10693051,3,20,CCS
1600057412,71000177,"JT CR 1521/PFM 142-C 3,9 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3823000341,80,30000,UN,TRUE,5/13/2021,5/20/2021,5/20/2021,1,10,EMBALAR JUNTAS,,CCSEMBJT,1000,0,S,30,1,90301312,ME CX (D2) 500X500X320 19224/A,,100,CX,FALSE,10693051,1,20,CCS
1600057297,70007846,"RL ML C257/000 1000X1,7-9,28M 01",LIB,,3801,ZCEA,CCS EMB Acabamentos,3823000326,70,400,ROL,TRUE,5/14/2021,5/14/2021,5/14/2021,1,10,EMBALAR,,CCSEBAAC,100,50,H,4,1,90300483,"ME MANGA PP ABERTA 1 LADO 450MM 15,0MIC",,11.4,KG,FALSE,10692996,7,19,CCS
1600057297,70007846,"RL ML C257/000 1000X1,7-9,28M 01",LIB,,3801,ZCEA,CCS EMB Acabamentos,3823000326,70,400,ROL,TRUE,5/14/2021,5/14/2021,5/14/2021,1,10,EMBALAR,,CCSEBAAC,100,50,H,4,1,90300515,ME PALETE HT 1200X800X131,,10,PAL,FALSE,10692996,8,19,CCS
1600057297,70007846,"RL ML C257/000 1000X1,7-9,28M 01",LIB,,3801,ZCEA,CCS EMB Acabamentos,3823000326,70,400,ROL,TRUE,5/14/2021,5/14/2021,5/14/2021,1,10,EMBALAR,,CCSEBAAC,100,50,H,4,1,70007847,"RL ML C257/000 1000X1,7-9,28M NE",,400,ROL,FALSE,10692996,12,19,CCS
1600057297,70007846,"RL ML C257/000 1000X1,7-9,28M 01",LIB,,3801,ZCEA,CCS EMB Acabamentos,3823000326,70,400,ROL,TRUE,5/14/2021,5/14/2021,5/14/2021,1,10,EMBALAR,,CCSEBAAC,100,50,H,4,1,90301051,ME ETIQ ENDURANCE RL STICKER 13CM,,400,UN,FALSE,10692996,11,19,CCS
1600057297,70007846,"RL ML C257/000 1000X1,7-9,28M 01",LIB,,3801,ZCEA,CCS EMB Acabamentos,3823000326,70,400,ROL,TRUE,5/14/2021,5/14/2021,5/14/2021,1,10,EMBALAR,,CCSEBAAC,100,50,H,4,1,90300917,"ME PF ENDURANCE UNDERLAY 1000X1,8/9,3M",,400,UN,FALSE,10692996,10,19,CCS
1600057297,70007846,"RL ML C257/000 1000X1,7-9,28M 01",LIB,,3801,ZCEA,CCS EMB Acabamentos,3823000326,70,400,ROL,TRUE,5/14/2021,5/14/2021,5/14/2021,1,10,EMBALAR,,CCSEBAAC,100,50,H,4,1,90301360,ME CX (F) 1140X820X200 53207-G,,20,CX,FALSE,10692996,9,19,CCS
1600062023,70001473,"PL CR 1521/CBK 1000X1000X3,0 00",LIB,,3801,ZCJE,CCS Juntas + Emb,3820009747,150,200,PL,TRUE,5/17/2021,5/14/2021,5/14/2021,1,10,EMBALADORA,ZLIB,CCSEMBJT,750,375,H,0.267,1,90300508,ME PALETE HT 1000X1000X131,,1,PAL,FALSE,11370355,7,19,CCS
1600062023,70001473,"PL CR 1521/CBK 1000X1000X3,0 00",LIB,,3801,ZCJE,CCS Juntas + Emb,3820009747,150,200,PL,TRUE,5/17/2021,5/14/2021,5/14/2021,1,10,EMBALADORA,ZLIB,CCSEMBJT,750,375,H,0.267,1,70007186,"PL CR 1521/CBK 1000X1000X3,0 NE",,200,PL,FALSE,11370355,8,19,CCS
1600057386,71000152,"JT CR 1521/PFM 58-FM 3,8 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3823000341,170,9600,UN,TRUE,5/13/2021,5/13/2021,5/13/2021,1,10,EMBALAR JUNTAS,ZLIB,CCSEMBJT,1000,0,S,9.6,1,90301335,ME CX (E2) 760X330X320 21765/A,,60,CX,FALSE,10693038,1,19,CCS
1600057386,71000152,"JT CR 1521/PFM 58-FM 3,8 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3823000341,170,9600,UN,TRUE,5/13/2021,5/13/2021,5/13/2021,1,10,EMBALAR JUNTAS,ZLIB,CCSEMBJT,1000,0,S,9.6,1,71001220,"JT CR 1521/PFM 58-FM 3,8 NE",,9600,UN,FALSE,10693038,3,19,CCS
1600057386,71000152,"JT CR 1521/PFM 58-FM 3,8 00",LIB,,3801,ZCEJ,CCS EMB Juntas,3823000341,170,9600,UN,TRUE,5/13/2021,5/13/2021,5/13/2021,1,10,EMBALAR JUNTAS,ZLIB,CCSEMBJT,1000,0,S,9.6,1,90300508,ME PALETE HT 1000X1000X131,,7,PAL,FALSE,10693038,2,19,CCS
1600063574,70005836,"PL CC 8004/S21 340X310X25,0 01",LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3820009790,10,400,PL,TRUE,5/6/2021,5/13/2021,5/13/2021,1,10,EMBALAGEM,,CCSEBMTR,230,230,H,1.739,1,90300515,ME PALETE HT 1200X800X131,,2,PAL,FALSE,11609494,2,19,CCS
1600063574,70005836,"PL CC 8004/S21 340X310X25,0 01",LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3820009790,10,400,PL,TRUE,5/6/2021,5/13/2021,5/13/2021,1,10,EMBALAGEM,,CCSEBMTR,230,230,H,1.739,1,70011458,"PL CC 8004/S21 340X310X25,0 NE",,400,PL,FALSE,11609494,3,19,CCS
1600063574,70005836,"PL CC 8004/S21 340X310X25,0 01",LIB,,3801,ZCEQ,CCS Embalagem Maquinação,3820009790,10,400,PL,TRUE,5/6/2021,5/13/2021,5/13/2021,1,10,EMBALAGEM,,CCSEBMTR,230,230,H,1.739,1,90301367,ME CX (C) 400X335X590 64405-A,,18,CX,FALSE,11609494,1,19,CCS
